emp_no,dept_no,from_date,to_date
18680,d008,4/10/1989,1/1/9999
18681,d004,12/4/1988,7/2/2001
18682,d006,2/12/1994,1/1/9999
18683,d002,3/9/1991,1/1/9999
18684,d002,6/13/1997,1/1/9999
18685,d001,2/13/1997,1/1/9999
18686,d002,5/2/1985,1/1/9999
18687,d004,9/15/1997,1/1/9999
18687,d008,5/23/1985,9/15/1997
18688,d007,4/23/1990,1/1/9999
18689,d008,12/24/1991,5/16/1998
18690,d004,1/10/1997,1/1/9999
18691,d005,2/5/1992,1/1/9999
18692,d004,12/2/1989,1/1/9999
18693,d005,3/1/1992,3/31/1997
18694,d007,8/13/1992,1/1/9999
18695,d003,4/1/1999,1/1/9999
18696,d004,9/25/1990,11/30/1994
18697,d001,6/23/1997,1/1/9999
18697,d007,10/29/1994,6/23/1997
18698,d008,10/16/1990,1/1/9999
18699,d005,10/13/1999,1/1/9999
18700,d003,11/18/1985,1/1/9999
18701,d007,3/10/1991,1/1/9999
18702,d004,10/7/1990,1/1/9999
18703,d007,3/28/1987,11/8/2001
18704,d001,12/23/1997,1/1/9999
18705,d004,10/27/1996,11/18/1997
18705,d009,11/18/1997,1/1/9999
18706,d007,8/17/1987,1/1/9999
18707,d007,6/5/1999,1/1/9999
18708,d008,4/18/1994,1/1/9999
18709,d009,5/7/1990,1/1/9999
18710,d009,3/25/1998,1/1/9999
18711,d007,2/14/1997,1/1/9999
18712,d003,2/1/1987,11/27/1994
18713,d005,2/8/1995,1/1/9999
18714,d007,3/8/1995,1/1/9999
18715,d005,4/18/1991,1/1/9999
18716,d005,10/13/1991,2/23/2002
18716,d008,2/23/2002,1/1/9999
18717,d005,8/17/1999,1/1/9999
18718,d005,4/29/1992,1/1/9999
18719,d008,11/2/1986,1/1/9999
18720,d009,6/10/1999,1/1/9999
18721,d004,9/23/1988,11/25/1997
18722,d009,1/27/1995,1/1/9999
18723,d005,7/7/1992,10/16/2001
18724,d004,8/14/1999,1/1/9999
18724,d005,9/19/1989,8/14/1999
18725,d007,8/4/1993,1/1/9999
18726,d004,8/15/1997,1/1/9999
18727,d003,7/8/1991,1/1/9999
18728,d005,11/30/1986,1/1/9999
18729,d007,8/25/1995,1/1/9999
18730,d004,11/10/1996,1/1/9999
18731,d004,3/20/1994,1/1/9999
18732,d004,9/4/1990,9/26/1993
18732,d005,7/23/1989,9/4/1990
18733,d005,11/4/1990,8/27/2000
18734,d006,4/3/1999,12/31/1999
18735,d007,9/13/1994,1/1/9999
18736,d004,12/15/1987,1/1/9999
18737,d001,8/21/1992,5/6/1999
18738,d005,6/28/1997,1/1/9999
18739,d001,1/15/1995,1/1/9999
18740,d002,10/24/1994,1/1/9999
18741,d004,2/20/1996,1/1/9999
18741,d008,3/4/1994,2/20/1996
18742,d008,3/3/1993,1/1/9999
18743,d004,9/4/1986,10/3/1995
18744,d002,1/5/1996,1/1/9999
18745,d005,2/21/1992,1/1/9999
18746,d005,12/9/1994,1/1/9999
18747,d004,12/20/1995,8/10/1999
18748,d005,11/23/1996,12/27/1997
18749,d004,4/4/1992,7/23/1997
18750,d001,11/1/1993,8/26/1999
18750,d009,8/26/1999,1/1/9999
18751,d007,8/30/1991,1/1/9999
18752,d004,4/27/1994,1/22/2001
18753,d009,9/10/1993,1/1/9999
18754,d005,8/12/1998,1/1/9999
18755,d005,1/10/1995,1/1/9999
18756,d004,10/28/1990,12/2/1994
18757,d004,6/6/1987,1/1/9999
18758,d005,11/15/1988,1/1/9999
18759,d002,5/27/1999,4/28/2000
18759,d007,4/28/2000,1/1/9999
18760,d007,11/28/1989,1/1/9999
18761,d002,5/10/1986,1/1/9999
18762,d002,10/5/1997,9/29/2000
18763,d007,4/14/1994,1/1/9999
18764,d004,6/5/1990,1/1/9999
18765,d007,10/19/1987,1/1/9999
18766,d006,10/2/1998,1/1/9999
18767,d005,11/12/1997,1/1/9999
18767,d008,4/22/1995,11/12/1997
18768,d008,5/29/1988,1/1/9999
18769,d005,4/27/1987,2/19/1991
18770,d006,11/27/1987,1/1/9999
18771,d007,3/7/1990,1/1/9999
18772,d005,8/5/1986,1/1/9999
18773,d005,11/3/1995,1/1/9999
18774,d008,5/31/1998,6/12/2001
18775,d005,3/22/1987,1/1/9999
18776,d001,1/28/1995,1/1/9999
18776,d007,1/3/1990,1/28/1995
18777,d009,8/20/1985,1/1/9999
18778,d002,1/29/1994,1/1/9999
18779,d002,2/15/1997,1/1/9999
18780,d005,9/8/1990,1/1/9999
18781,d005,3/7/1999,6/28/2002
18782,d005,7/2/1986,4/16/1989
18783,d005,6/30/1990,1/1/9999
18784,d002,7/31/1985,1/1/9999
18785,d004,9/19/1993,1/1/9999
18786,d004,9/16/1997,1/1/9999
18786,d005,5/24/1988,9/16/1997
18787,d004,12/14/1992,1/1/9999
18788,d007,2/17/1994,7/11/2002
18789,d007,2/29/1988,1/1/9999
18790,d005,7/22/1996,1/1/9999
18791,d008,11/23/1996,7/6/2001
18792,d007,11/30/1995,1/1/9999
18793,d004,1/21/1993,1/1/9999
18794,d005,3/7/1993,1/1/9999
18795,d008,7/23/1993,1/1/9999
18796,d004,11/16/1993,1/1/9999
18797,d004,7/6/1998,7/9/1998
18797,d006,7/9/1998,7/2/1999
18798,d005,5/22/1998,1/1/9999
18799,d008,7/14/1986,1/1/9999
18800,d006,7/6/1990,1/1/9999
18801,d003,4/29/1999,1/1/9999
18802,d004,9/27/1989,1/1/9999
18803,d002,11/24/1987,1/1/9999
18804,d001,3/2/1997,1/1/9999
18805,d004,5/30/1987,5/5/1994
18805,d006,2/9/1986,5/30/1987
18806,d002,5/29/1986,1/1/9999
18807,d008,11/10/1985,1/1/9999
18808,d008,5/23/1991,9/22/1996
18809,d007,10/11/1995,1/1/9999
18810,d005,6/27/1991,1/1/9999
18811,d008,2/23/1993,1/1/9999
18812,d007,11/10/1997,1/1/9999
18813,d004,9/12/1989,7/29/1997
18813,d009,7/29/1997,7/20/2000
18814,d002,9/1/1985,1/1/9999
18815,d007,6/7/1998,1/1/9999
18816,d003,11/30/1995,1/1/9999
18817,d003,8/30/1997,1/1/9999
18818,d009,12/23/1998,1/1/9999
18819,d009,9/16/1998,7/6/2001
18820,d007,3/27/1995,1/1/9999
18821,d004,2/4/1991,1/1/9999
18822,d005,12/24/1994,12/12/1995
18822,d008,12/12/1995,1/1/9999
18823,d004,12/16/1998,2/10/2000
18824,d001,6/24/1986,1/1/9999
18825,d009,1/16/1989,1/1/9999
18826,d003,2/8/1993,1/1/9999
18827,d005,5/3/1991,11/14/1995
18828,d005,12/21/1994,1/1/9999
18829,d004,2/24/1996,1/1/9999
18830,d002,3/14/1995,1/1/9999
18831,d004,10/27/1989,8/13/1991
18831,d009,8/13/1991,1/1/9999
18832,d005,9/5/1998,7/18/2000
18833,d005,3/5/1987,1/1/9999
18834,d002,7/5/1991,1/1/9999
18835,d005,7/28/1987,1/1/9999
18836,d008,10/24/1995,4/30/2000
18837,d008,7/25/1993,1/1/9999
18838,d005,8/23/1989,11/20/1995
18839,d007,2/16/1988,9/9/2001
18840,d004,4/3/1998,9/15/1998
18840,d006,9/15/1998,1/1/9999
18841,d003,6/7/1998,1/1/9999
18842,d004,11/16/1986,1/1/9999
18843,d007,4/29/1988,1/1/9999
18844,d004,1/26/1999,1/1/9999
18845,d005,4/27/1992,1/1/9999
18846,d004,4/1/1987,1/1/9999
18847,d004,12/17/1994,1/1/9999
18848,d001,12/20/1995,12/25/1995
18848,d007,11/23/1995,12/20/1995
18849,d008,6/6/1993,1/1/9999
18850,d005,10/18/1994,1/1/9999
18851,d006,3/15/1999,1/1/9999
18852,d006,12/14/1991,1/1/9999
18853,d003,5/1/1997,1/1/9999
18854,d004,11/12/1992,11/17/1994
18855,d005,5/21/1987,1/1/9999
18856,d001,10/5/1992,10/22/1998
18856,d009,10/22/1998,1/1/9999
18857,d006,9/23/1987,5/25/1994
18858,d007,4/27/1992,1/1/9999
18859,d007,12/15/1993,1/1/9999
18860,d005,5/29/1994,2/13/1996
18861,d004,7/11/1996,1/1/9999
18862,d007,11/8/1997,1/1/9999
18863,d004,5/17/1992,1/1/9999
18864,d008,4/15/1998,1/1/9999
18865,d005,5/6/1988,11/23/1998
18866,d004,2/20/2000,1/1/9999
18866,d006,4/10/1997,2/20/2000
18867,d004,3/6/1987,1/1/9999
18868,d004,12/19/1992,1/1/9999
18869,d007,7/11/1991,1/1/9999
18870,d007,11/1/1997,1/1/9999
18871,d006,9/24/1990,1/1/9999
18872,d007,8/2/1990,1/1/9999
18873,d009,1/1/1990,1/1/9999
18874,d005,2/22/1987,5/8/1994
18875,d004,1/27/1996,1/1/9999
18876,d004,2/24/2000,1/1/9999
18876,d005,9/30/1993,2/24/2000
18877,d003,8/5/1987,2/13/2000
18878,d007,4/17/1993,1/1/9999
18879,d004,8/20/1987,1/1/9999
18880,d005,7/23/1993,1/1/9999
18881,d002,9/30/1998,1/1/9999
18882,d007,12/22/1989,2/6/1994
18883,d009,12/22/1989,12/23/1997
18884,d004,8/18/1995,1/1/9999
18885,d007,7/19/1997,1/1/9999
18886,d007,5/20/1992,1/17/2001
18886,d009,1/17/2001,1/1/9999
18887,d008,5/31/1990,1/1/9999
18888,d005,7/22/1998,1/1/9999
18889,d008,5/23/1989,1/1/9999
18890,d003,8/16/1993,1/1/9999
18891,d008,11/24/1989,1/1/9999
18892,d007,4/7/1988,2/25/1996
18893,d009,10/19/1997,1/1/9999
18894,d002,2/14/1994,1/1/9999
18895,d004,2/5/1999,10/12/1999
18895,d005,9/16/1997,2/5/1999
18896,d003,2/11/1987,1/1/9999
18897,d004,12/14/1991,1/1/9999
18898,d001,5/10/1998,1/1/9999
18899,d004,4/19/1989,1/1/9999
18900,d009,5/27/1993,10/23/1999
18901,d004,8/25/1988,1/1/9999
18902,d004,10/18/1993,1/1/9999
18903,d004,1/16/1988,1/1/9999
18904,d005,2/27/1985,5/24/1991
18904,d008,5/24/1991,1/1/9999
18905,d005,1/7/1996,1/1/9999
18906,d007,7/7/1986,1/1/9999
18907,d004,11/20/1985,1/1/9999
18908,d004,9/24/1991,4/17/1996
18909,d008,8/23/1999,1/1/9999
18910,d005,5/2/1996,1/1/9999
18911,d006,7/3/1989,1/1/9999
18912,d005,9/20/1992,1/1/9999
18913,d001,5/12/1997,1/1/9999
18913,d007,9/17/1995,5/12/1997
18914,d004,11/16/1991,1/1/9999
18915,d008,2/6/1998,1/1/9999
18916,d005,3/11/1986,6/3/1995
18917,d005,6/30/1989,1/1/9999
18918,d005,11/30/1996,1/1/9999
18919,d004,2/7/1986,1/1/9999
18920,d005,1/11/1997,4/12/2000
18921,d005,8/26/1991,1/1/9999
18922,d002,11/14/1989,11/20/1991
18923,d005,1/9/1996,1/1/9999
18923,d009,8/7/1988,1/9/1996
18924,d006,6/22/1991,1/1/9999
18925,d004,11/26/1998,1/1/9999
18926,d003,1/28/1997,1/1/9999
18927,d005,12/15/1989,1/1/9999
18928,d004,7/14/1995,1/1/9999
18929,d007,2/22/1995,1/1/9999
18930,d005,9/28/1993,1/23/1995
18931,d007,11/28/1995,1/16/2002
18931,d009,1/16/2002,1/1/9999
18932,d005,2/19/1998,1/1/9999
18933,d005,5/3/1988,1/1/9999
18934,d009,2/10/1993,1/9/1996
18935,d004,4/30/1997,1/1/9999
18936,d009,3/4/1989,1/1/9999
18937,d004,6/27/1993,1/1/9999
18938,d002,5/23/1995,1/1/9999
18939,d003,1/19/1999,3/24/2000
18940,d005,8/9/1993,1/1/9999
18941,d001,10/25/2000,1/1/9999
18941,d007,7/8/1996,10/25/2000
18942,d005,6/26/1997,1/1/9999
18943,d001,4/18/1985,1/1/9999
18944,d005,1/20/2000,1/1/9999
18945,d005,1/24/1989,1/1/9999
18946,d004,6/1/1993,1/1/9999
18947,d005,10/31/1988,10/14/1998
18948,d009,12/3/1990,1/1/9999
18949,d005,3/28/1999,1/1/9999
18950,d001,8/4/1992,1/1/9999
18951,d002,6/9/1989,4/27/1995
18951,d007,4/27/1995,7/5/1997
18952,d004,4/6/1991,1/1/9999
18953,d005,9/5/1988,1/1/9999
18954,d002,9/4/1994,1/1/9999
18955,d004,1/23/1988,1/1/9999
18956,d001,1/18/1990,1/1/9999
18957,d005,10/4/1991,2/5/1998
18958,d007,1/29/1990,1/1/9999
18959,d005,11/28/1991,1/1/9999
18960,d008,6/22/1990,7/25/1996
18961,d004,10/5/2001,3/21/2002
18961,d005,4/10/1988,10/5/2001
18962,d004,4/18/1999,1/1/9999
18963,d001,11/20/1991,1/1/9999
18964,d003,2/10/1995,1/1/9999
18965,d006,11/2/1996,1/1/9999
18966,d004,7/13/1997,1/1/9999
18967,d004,10/3/1997,1/1/9999
18968,d004,8/25/1987,10/11/1990
18969,d004,12/30/1986,8/7/1998
18969,d006,8/7/1998,1/1/9999
18970,d005,12/26/1997,1/1/9999
18971,d007,2/5/1998,1/1/9999
18972,d002,10/26/1989,1/1/9999
18973,d005,3/27/1989,1/1/9999
18974,d005,4/9/1998,1/1/9999
18975,d008,5/1/1991,1/1/9999
18976,d004,12/2/1990,1/1/9999
18977,d005,4/1/1993,8/6/1995
18978,d009,2/18/1999,1/1/9999
18979,d004,12/29/1985,6/14/1987
18979,d006,6/14/1987,1/1/9999
18980,d005,1/8/1987,1/1/9999
18981,d005,3/10/1986,8/8/1998
18982,d005,7/26/1993,1/1/9999
18983,d004,3/12/1993,1/1/9999
18984,d005,6/27/1998,1/1/9999
18985,d001,3/10/1989,1/1/9999
18986,d002,12/11/1986,1/1/9999
18987,d003,2/23/1991,6/21/1995
18988,d002,2/1/1987,7/2/1996
18988,d007,7/2/1996,1/1/9999
18989,d003,3/12/1987,1/1/9999
18990,d005,6/20/1995,1/1/9999
18991,d005,11/2/1991,1/1/9999
18992,d004,2/11/1993,1/1/9999
18993,d005,10/22/1988,1/1/9999
18994,d007,9/3/1985,1/1/9999
18995,d002,4/14/1992,1/1/9999
18996,d004,8/8/1998,9/18/1998
18996,d009,9/18/1998,12/5/1998
18997,d007,2/22/1990,1/1/9999
18998,d008,2/13/1997,1/1/9999
18999,d004,2/11/1993,1/1/9999
19000,d004,7/18/1994,1/1/1998
19001,d005,7/21/1998,1/1/9999
19002,d008,9/14/1988,1/1/9999
19003,d002,1/7/1990,1/1/9999
19004,d004,7/14/1993,2/4/1998
19004,d009,2/4/1998,1/1/9999
19005,d007,8/12/1999,1/1/9999
19006,d005,3/25/1996,1/1/9999
19007,d005,3/16/1999,1/1/9999
19008,d008,12/6/1998,1/1/9999
19009,d004,3/2/1993,12/11/1996
19010,d008,12/25/1994,1/1/9999
19011,d008,2/14/1986,1/1/9999
19012,d007,11/19/1987,1/1/9999
19013,d001,1/25/2001,1/1/9999
19013,d007,10/29/1991,1/25/2001
19014,d007,1/20/1986,1/1/9999
19015,d004,7/21/1987,1/1/9999
19016,d004,2/13/1998,1/1/9999
19017,d007,2/21/1993,1/1/9999
19018,d006,2/5/1994,9/23/1994
19019,d007,9/14/1995,1/1/9999
19020,d004,6/21/1992,1/1/9999
19021,d005,8/25/1999,1/1/9999
19022,d005,1/21/1997,1/1/9999
19023,d004,1/11/1994,1/1/9999
19024,d004,5/6/1990,3/28/1993
19024,d006,3/28/1993,1/1/9999
19025,d007,12/23/1988,1/13/1998
19026,d007,1/7/2000,1/1/9999
19027,d004,5/11/1988,1/1/9999
19028,d002,5/24/1987,12/19/1995
19029,d005,8/14/1989,1/1/9999
19030,d003,3/5/1991,1/1/9999
19031,d007,4/25/1988,1/1/9999
19032,d005,9/2/1987,2/1/1991
19033,d008,3/13/1986,1/1/9999
19034,d002,3/29/1997,1/1/9999
19035,d004,3/15/1988,7/21/1990
19035,d009,7/21/1990,1/1/9999
19036,d002,3/29/1987,1/1/9999
19037,d006,10/31/1986,1/1/9999
19038,d007,3/30/1999,1/1/9999
19039,d006,3/22/1998,1/1/9999
19040,d005,4/17/1999,1/1/9999
19041,d008,9/28/1998,3/25/2002
19042,d004,11/24/1996,1/1/9999
19043,d005,5/16/1996,1/1/9999
19044,d005,2/26/1998,1/1/9999
19045,d005,12/7/2000,1/1/9999
19045,d006,3/27/1992,12/7/2000
19046,d004,2/1/1996,1/1/9999
19047,d002,6/17/1998,5/28/2002
19048,d007,7/8/1988,1/1/9999
19049,d003,3/27/1987,1/1/9999
19050,d005,2/1/1999,1/1/9999
19051,d005,5/12/1988,1/1/9999
19052,d001,5/19/1986,7/23/1989
19053,d009,8/16/1990,1/24/2001
19054,d004,8/8/1986,1/1/9999
19054,d005,4/30/1986,8/8/1986
19055,d003,2/2/1998,1/1/9999
19056,d005,12/12/1999,1/1/9999
19057,d005,3/17/1997,1/1/9999
19058,d004,5/24/1991,10/17/1999
19059,d007,4/29/1987,1/1/9999
19060,d004,9/9/1996,1/1/9999
19061,d003,5/16/1991,1/1/9999
19062,d004,11/11/1997,1/1/9999
19063,d007,8/18/1999,1/1/9999
19064,d004,9/4/1997,1/1/9999
19064,d009,4/19/1997,9/4/1997
19065,d007,5/2/1991,8/22/1992
19066,d004,6/22/1997,1/1/9999
19067,d004,3/6/1993,1/1/9999
19068,d003,2/4/1993,1/1/9999
19069,d007,10/2/1987,1/1/9999
19070,d002,8/20/1998,1/1/9999
19071,d007,7/25/1986,1/1/9999
19072,d006,11/12/1990,1/1/9999
19073,d007,3/8/1998,1/1/9999
19074,d005,5/4/1998,1/2/2001
19074,d006,2/12/1998,5/4/1998
19075,d004,2/28/1986,5/13/1992
19076,d003,7/15/1987,1/1/9999
19077,d004,5/6/1994,1/1/9999
19078,d006,1/28/1996,1/1/9999
19079,d004,10/4/1994,10/22/1996
19080,d004,6/25/1987,1/1/9999
19081,d007,2/9/1989,1/1/9999
19082,d004,12/23/1994,1/1/9999
19082,d005,2/13/1986,12/23/1994
19083,d005,2/22/1987,3/6/1987
19084,d005,6/28/1991,1/1/9999
19085,d004,11/10/1995,5/26/2002
19086,d005,5/27/1997,1/1/9999
19087,d003,1/3/1997,12/16/1999
19088,d004,7/24/1989,5/26/1990
19089,d005,4/8/1993,1/1/9999
19090,d004,12/17/1999,1/1/9999
19091,d004,11/20/1995,1/1/9999
19092,d004,10/22/1988,5/6/1991
19092,d006,5/6/1991,6/23/1992
19093,d005,5/23/1989,2/28/1998
19094,d008,8/22/1992,1/1/9999
19095,d006,9/3/1993,1/1/9999
19096,d007,7/30/1988,1/1/9999
19097,d005,11/5/1989,1/1/9999
19098,d009,1/28/2000,12/21/2001
19099,d003,1/16/1992,12/16/1993
19100,d007,1/20/1997,1/1/9999
19101,d005,12/23/1990,8/13/1991
19101,d008,8/13/1991,1/1/9999
19102,d001,1/2/1991,1/1/9999
19103,d004,3/18/1986,1/1/9999
19104,d004,12/27/1991,1/1/9999
19105,d007,1/16/1990,1/1/9999
19106,d007,3/20/1995,1/1/9999
19107,d005,7/20/1992,1/1/9999
19108,d008,4/16/1988,1/27/1993
19109,d007,12/5/1985,1/1/9999
19110,d004,1/20/1995,1/1/9999
19111,d004,9/19/1994,10/22/2001
19111,d005,1/11/1994,9/19/1994
19112,d007,7/11/1991,1/1/9999
19113,d007,5/6/1990,6/15/1995
19114,d002,3/5/1990,1/1/9999
19115,d005,10/11/1997,1/1/9999
19116,d005,12/25/1998,1/1/9999
19117,d007,4/14/1986,1/1/9999
19118,d004,10/5/1995,1/1/9999
19119,d001,12/8/1993,1/1/9999
19120,d005,5/20/1994,1/1/9999
19121,d002,3/6/1992,6/27/1992
19121,d007,6/27/1992,5/24/1993
19122,d005,12/3/1989,1/1/9999
19123,d005,7/5/1992,1/1/9999
19124,d008,7/21/1997,1/1/9999
19125,d007,6/7/1987,1/1/9999
19126,d005,5/24/1985,8/29/1992
19127,d007,2/25/1995,1/1/9999
19128,d007,8/28/1987,1/1/9999
19129,d004,12/7/1986,1/14/1994
19129,d006,1/14/1994,1/1/9999
19130,d004,11/23/1998,1/1/9999
19131,d007,9/5/1991,1/1/9999
19132,d008,9/16/1996,1/1/9999
19133,d007,9/7/1994,1/1/9999
19134,d007,10/29/1988,1/1/9999
19135,d005,8/21/1986,10/8/1986
19136,d008,1/25/1995,1/1/9999
19137,d007,12/25/1988,1/1/9999
19138,d001,2/5/1999,1/1/9999
19138,d007,12/10/1987,2/5/1999
19139,d005,5/31/1989,1/1/9999
19140,d005,7/30/1986,1/1/9999
19141,d004,5/12/1994,3/10/1999
19142,d002,9/23/1997,1/1/9999
19143,d008,3/21/1992,1/1/9999
19144,d007,11/23/1998,1/1/9999
19145,d005,3/2/1993,1/1/9999
19146,d007,3/30/1985,1/1/9999
19147,d007,10/18/1988,1/1/9999
19148,d004,4/9/1988,1/1/9999
19149,d004,4/3/2000,1/1/9999
19149,d005,9/14/1987,4/3/2000
19150,d004,9/14/1995,3/1/1998
19151,d008,10/6/1992,1/1/9999
19152,d007,8/9/1998,1/1/9999
19153,d007,11/18/1991,1/1/9999
19154,d001,3/17/1986,1/1/9999
19155,d002,6/10/1993,1/1/9999
19156,d004,6/8/1991,1/1/9999
19157,d005,8/18/1999,5/2/2000
19158,d005,5/3/1996,1/1/9999
19159,d006,5/6/1988,1/1/9999
19160,d007,7/25/1986,4/28/1994
19160,d009,4/28/1994,1/1/9999
19161,d007,9/19/1995,1/1/9999
19162,d004,1/24/1996,1/1/9999
19163,d005,9/20/1995,1/1/9999
19164,d003,11/25/1992,1/1/9999
19165,d004,3/5/1993,3/28/1994
19166,d005,10/15/1989,1/1/9999
19167,d004,3/20/1997,1/1/9999
19168,d007,11/22/1999,1/13/2001
19168,d009,1/13/2001,1/1/9999
19169,d004,4/29/1990,1/1/9999
19170,d005,10/2/1997,1/1/9999
19171,d001,4/22/1985,1/1/9999
19172,d008,6/21/1997,1/1/9999
19173,d003,2/21/1999,7/6/1999
19174,d005,4/4/1997,1/1/9999
19175,d004,1/3/1987,1/1/9999
19176,d009,5/2/1991,1/1/9999
19177,d005,12/4/1990,3/29/1997
19178,d003,4/30/1986,1/1/9999
19179,d005,6/17/1993,1/1/9999
19179,d009,5/12/1990,6/17/1993
19180,d003,6/18/1995,1/1/9999
19181,d007,4/2/1994,1/1/9999
19182,d005,7/28/1986,7/11/1987
19183,d004,5/28/1992,1/1/9999
19184,d004,8/19/1985,1/1/9999
19185,d006,8/23/1999,1/1/9999
19186,d004,11/23/1989,1/1/9999
19187,d005,6/22/1987,1/1/9999
19188,d004,7/20/1995,1/29/1997
19188,d009,1/29/1997,5/14/1997
19189,d005,11/22/1994,1/1/9999
19190,d007,9/11/1990,1/1/9999
19191,d004,5/10/1987,1/1/9999
19192,d005,11/12/1986,1/1/9999
19193,d003,7/31/1989,1/1/9999
19194,d003,11/19/1985,10/23/2000
19195,d007,4/2/1985,1/1/9999
19196,d001,1/28/2000,5/12/2000
19197,d001,3/17/1997,1/1/9999
19198,d007,11/15/1994,1/1/9999
19199,d004,3/22/1999,1/1/9999
19199,d005,6/3/1998,3/22/1999
19200,d001,9/17/1990,1/1/9999
19201,d007,4/29/1998,1/1/9999
19202,d003,2/25/1985,12/31/1990
19203,d005,2/20/1990,1/1/9999
19204,d004,10/8/1993,1/1/9999
19205,d007,2/13/1998,1/1/9999
19206,d004,10/6/1986,1/1/9999
19207,d007,11/26/1989,1/1/9999
19208,d001,7/26/1994,11/26/1998
19209,d003,4/26/1997,1/1/9999
19210,d007,3/8/1990,11/25/1995
19210,d009,11/25/1995,1/1/9999
19211,d004,11/3/1986,1/1/9999
19212,d005,8/11/1990,1/1/9999
19213,d004,7/29/1990,1/1/9999
19214,d002,9/15/1997,1/1/9999
19215,d007,11/9/1999,1/1/9999
19216,d004,1/4/1992,1/1/9999
19217,d007,3/25/1987,3/3/2000
19218,d007,5/29/1987,1/1/9999
19219,d007,6/19/1994,1/1/9999
19220,d001,8/1/1998,1/1/9999
19220,d007,4/9/1992,8/1/1998
19221,d008,1/10/1995,1/1/9999
19222,d004,1/24/1997,1/1/9999
19223,d005,1/28/1990,1/1/9999
19224,d001,1/13/1987,5/19/2002
19225,d001,4/11/1993,1/1/9999
19226,d007,6/12/1987,1/1/9999
19227,d006,4/7/1993,1/1/9999
19228,d004,5/21/1985,1/1/9999
19229,d005,1/19/1998,1/1/9999
19230,d005,3/18/1985,1/4/1987
19230,d008,1/4/1987,9/5/1995
19231,d004,9/21/1986,1/1/9999
19232,d009,1/22/1992,1/1/9999
19233,d007,3/23/1998,1/1/9999
19234,d004,9/22/1995,1/1/9999
19235,d006,7/18/1985,1/1/9999
19236,d004,7/12/1988,1/1/9999
19237,d006,7/13/1987,12/12/1993
19238,d002,8/14/1989,1/1/9999
19239,d001,5/17/2001,1/1/9999
19239,d007,2/17/1997,5/17/2001
19240,d005,8/8/1992,1/1/9999
19241,d005,5/15/1989,1/1/9999
19242,d007,10/26/1994,1/1/9999
19243,d007,2/24/1993,1/1/9999
19244,d003,9/9/1998,1/1/9999
19245,d006,10/8/1992,1/1/9999
19246,d009,3/6/1987,9/7/1990
19247,d002,12/30/1986,1/1/9999
19248,d007,2/24/1985,1/1/9999
19249,d004,9/13/2000,1/1/9999
19249,d006,10/17/1999,9/13/2000
19250,d005,6/12/1993,6/9/2002
19251,d004,8/15/1992,1/1/9999
19252,d003,9/2/1990,1/1/9999
19253,d004,8/13/1996,1/1/9999
19254,d003,8/10/1989,1/1/9999
19255,d003,12/16/1995,1/1/9999
19256,d009,8/7/1988,1/1/9999
19257,d005,10/11/1997,1/1/9999
19258,d005,12/26/1990,7/26/2002
19259,d005,11/17/1987,1/1/9999
19260,d007,7/24/1991,10/28/1999
19260,d009,10/28/1999,1/1/9999
19261,d007,4/26/1995,1/1/9999
19262,d005,9/1/1992,1/1/9999
19263,d005,4/16/1993,1/1/9999
19264,d004,4/29/1993,1/1/9999
19265,d007,1/9/1992,10/5/1993
19266,d009,12/14/1994,1/1/9999
19267,d003,1/19/1989,1/1/9999
19268,d004,5/10/1986,1/1/9999
19269,d007,9/19/1990,8/9/1999
19270,d005,12/17/1988,1/1/9999
19270,d006,6/27/1988,12/17/1988
19271,d004,3/26/1994,1/1/9999
19272,d007,9/19/1995,8/20/2000
19273,d006,2/19/1989,1/1/9999
19274,d004,9/28/1992,1/1/9999
19275,d007,11/6/1999,1/1/9999
19276,d005,5/1/1999,5/11/2000
19277,d004,2/5/1988,1/1/9999
19278,d005,3/25/1989,1/1/9999
19279,d007,2/20/1986,1/1/9999
19280,d004,8/10/2000,1/1/9999
19280,d006,10/7/1999,8/10/2000
19281,d005,7/26/1998,1/1/9999
19282,d007,9/1/1992,7/26/2002
19283,d004,7/5/1999,1/1/9999
19284,d007,8/28/1994,4/6/1999
19285,d005,8/28/1986,1/1/9999
19286,d005,12/4/1998,1/1/9999
19287,d004,6/23/1997,1/1/9999
19288,d008,1/14/1991,1/1/9999
19289,d005,11/12/1998,1/1/9999
19290,d004,5/10/2001,1/1/9999
19290,d005,1/13/1998,5/10/2001
19291,d005,4/11/1999,1/1/9999
19292,d009,6/29/1993,1/1/9999
19293,d004,7/4/1998,12/8/1999
19294,d005,3/8/1994,1/1/9999
19295,d006,5/30/1986,1/1/9999
19296,d009,2/3/1997,1/1/9999
19297,d004,1/7/1993,1/1/9999
19298,d008,10/12/1991,1/1/9999
19299,d004,12/14/1986,8/12/1991
19299,d009,8/12/1991,1/1/9999
19300,d005,6/19/1998,7/25/2000
19301,d004,8/31/1985,1/1/9999
19302,d004,1/30/1993,1/1/9999
19303,d005,6/9/1994,7/19/1997
19304,d008,3/25/1992,1/1/9999
19305,d005,3/18/1999,1/1/9999
19306,d005,12/19/1997,1/1/9999
19307,d007,12/7/1996,1/1/9999
19308,d004,4/16/1995,1/1/9999
19309,d006,5/24/1998,1/1/9999
19310,d005,7/7/1995,10/29/2001
19310,d008,10/29/2001,1/1/9999
19311,d007,5/2/1994,1/1/9999
