emp_no,salary,from_date,to_date
12030,48897,6/23/2002,1/1/9999
12031,51383,2/10/1987,2/10/1988
12031,52926,2/10/1988,2/9/1989
12031,53394,2/9/1989,2/9/1990
12031,52997,2/9/1990,2/9/1991
12031,55953,2/9/1991,2/9/1992
12031,58705,2/9/1992,2/8/1993
12031,60408,2/8/1993,2/8/1994
12031,64646,2/8/1994,2/8/1995
12031,67068,2/8/1995,2/8/1996
12031,67672,2/8/1996,2/7/1997
12031,68485,2/7/1997,2/7/1998
12031,67995,2/7/1998,2/7/1999
12031,70228,2/7/1999,2/7/2000
12031,73946,2/7/2000,2/6/2001
12031,76079,2/6/2001,2/6/2002
12031,77962,2/6/2002,1/1/9999
12032,40000,3/23/1988,3/23/1989
12032,43879,3/23/1989,3/23/1990
12032,46481,3/23/1990,3/23/1991
12032,48917,3/23/1991,3/22/1992
12032,49301,3/22/1992,3/22/1993
12032,50003,3/22/1993,3/22/1994
12032,53788,3/22/1994,3/22/1995
12032,55543,3/22/1995,3/21/1996
12032,55349,3/21/1996,3/21/1997
12032,59841,3/21/1997,3/21/1998
12032,64000,3/21/1998,3/21/1999
12032,65357,3/21/1999,3/20/2000
12032,66294,3/20/2000,3/20/2001
12032,66291,3/20/2001,3/20/2002
12032,69675,3/20/2002,1/1/9999
12033,49992,11/30/1997,11/30/1998
12033,52469,11/30/1998,2/7/1999
12034,40148,11/22/1995,11/21/1996
12034,40802,11/21/1996,11/21/1997
12034,42086,11/21/1997,11/21/1998
12034,42673,11/21/1998,11/21/1999
12034,42865,11/21/1999,11/20/2000
12034,43498,11/20/2000,11/20/2001
12034,43896,11/20/2001,1/1/9999
12035,40000,6/18/1995,6/17/1996
12035,41371,6/17/1996,6/17/1997
12035,41552,6/17/1997,6/17/1998
12035,44802,6/17/1998,6/17/1999
12035,45144,6/17/1999,6/16/2000
12035,47462,6/16/2000,6/16/2001
12035,49685,6/16/2001,6/16/2002
12035,51772,6/16/2002,1/1/9999
12036,67143,9/5/1986,9/5/1987
12036,68313,9/5/1987,9/4/1988
12036,71041,9/4/1988,9/4/1989
12036,74007,9/4/1989,9/4/1990
12036,76023,9/4/1990,9/4/1991
12036,75920,9/4/1991,9/3/1992
12036,78290,9/3/1992,9/3/1993
12036,80168,9/3/1993,9/3/1994
12036,80641,9/3/1994,9/3/1995
12036,82659,9/3/1995,9/2/1996
12036,87051,9/2/1996,9/2/1997
12036,90392,9/2/1997,9/2/1998
12036,92366,9/2/1998,9/2/1999
12036,92020,9/2/1999,9/1/2000
12036,96351,9/1/2000,9/1/2001
12036,100845,9/1/2001,1/1/9999
12037,47805,10/1/1986,10/1/1987
12037,50135,10/1/1987,9/30/1988
12037,53867,9/30/1988,9/30/1989
12037,58253,9/30/1989,9/30/1990
12037,61068,9/30/1990,9/30/1991
12037,63332,9/30/1991,9/29/1992
12037,63467,9/29/1992,9/29/1993
12037,65202,9/29/1993,9/29/1994
12037,69605,9/29/1994,9/29/1995
12037,71980,9/29/1995,9/28/1996
12037,74467,9/28/1996,9/28/1997
12037,75141,9/28/1997,9/28/1998
12037,78715,9/28/1998,9/28/1999
12037,81167,9/28/1999,9/27/2000
12037,83236,9/27/2000,9/27/2001
12037,84059,9/27/2001,1/1/9999
12038,40000,1/9/1987,1/9/1988
12038,41707,1/9/1988,1/8/1989
12038,44877,1/8/1989,1/8/1990
12038,48264,1/8/1990,1/8/1991
12038,50683,1/8/1991,1/8/1992
12038,53920,1/8/1992,1/7/1993
12038,56020,1/7/1993,1/7/1994
12038,58099,1/7/1994,1/7/1995
12038,58126,1/7/1995,1/7/1996
12038,62429,1/7/1996,1/6/1997
12038,66212,1/6/1997,1/6/1998
12038,66386,1/6/1998,1/6/1999
12038,68958,1/6/1999,1/6/2000
12038,68822,1/6/2000,1/5/2001
12038,69170,1/5/2001,1/5/2002
12038,71366,1/5/2002,1/1/9999
12039,44145,4/4/1988,4/4/1989
12039,44854,4/4/1989,4/4/1990
12039,47846,4/4/1990,4/3/1991
12039,47629,4/3/1991,4/2/1992
12039,51874,4/2/1992,4/2/1993
12039,53836,4/2/1993,4/2/1994
12039,54526,4/2/1994,4/3/1995
12039,58012,4/3/1995,4/1/1996
12039,59988,4/1/1996,4/1/1997
12039,59945,4/1/1997,4/1/1998
12039,63716,4/1/1998,4/1/1999
12039,66913,4/1/1999,3/31/2000
12039,69278,3/31/2000,3/31/2001
12039,70596,3/31/2001,3/31/2002
12039,74897,3/31/2002,1/1/9999
12040,64813,9/28/1998,9/28/1999
12040,64559,9/28/1999,9/27/2000
12040,67782,9/27/2000,9/27/2001
12040,70282,9/27/2001,1/1/9999
12041,65814,1/23/1991,1/23/1992
12041,68432,1/23/1992,1/22/1993
12041,70712,1/22/1993,1/22/1994
12041,74435,1/22/1994,1/22/1995
12041,78330,1/22/1995,1/22/1996
12041,80510,1/22/1996,1/21/1997
12041,82353,1/21/1997,1/21/1998
12041,85951,1/21/1998,1/21/1999
12041,85985,1/21/1999,1/21/2000
12041,90348,1/21/2000,1/20/2001
12041,92571,1/20/2001,1/20/2002
12041,95804,1/20/2002,1/1/9999
12042,52176,5/19/1995,5/18/1996
12042,54811,5/18/1996,7/31/1996
12043,49009,1/5/2000,1/4/2001
12043,50865,1/4/2001,1/4/2002
12043,54804,1/4/2002,1/1/9999
12044,40000,4/19/1990,4/19/1991
12044,41644,4/19/1991,4/18/1992
12044,44148,4/18/1992,4/18/1993
12044,47629,4/18/1993,4/18/1994
12044,51786,4/18/1994,4/18/1995
12044,55986,4/18/1995,4/17/1996
12044,58020,4/17/1996,4/17/1997
12044,58133,4/17/1997,4/17/1998
12044,59212,4/17/1998,4/17/1999
12044,61178,4/17/1999,4/16/2000
12044,63338,4/16/2000,4/16/2001
12044,64215,4/16/2001,4/16/2002
12044,65279,4/16/2002,1/1/9999
12045,40000,3/3/1991,3/2/1992
12045,39791,3/2/1992,3/2/1993
12045,40927,3/2/1993,3/2/1994
12045,41864,3/2/1994,3/2/1995
12045,42170,3/2/1995,3/1/1996
12045,42783,3/1/1996,3/1/1997
12045,45206,3/1/1997,3/1/1998
12045,47215,3/1/1998,3/1/1999
12045,47677,3/1/1999,2/29/2000
12045,51576,2/29/2000,2/28/2001
12045,51922,2/28/2001,2/28/2002
12045,56124,2/28/2002,1/1/9999
12046,70172,1/13/1996,1/12/1997
12046,74112,1/12/1997,1/12/1998
12046,76043,1/12/1998,9/26/1998
12047,52051,8/23/1996,8/23/1997
12047,51912,8/23/1997,8/23/1998
12047,54826,8/23/1998,8/23/1999
12047,54806,8/23/1999,8/22/2000
12047,58147,8/22/2000,8/22/2001
12047,59118,8/22/2001,1/1/9999
12048,56508,5/25/1985,5/25/1986
12048,58769,5/25/1986,5/25/1987
12048,60551,5/25/1987,5/24/1988
12048,64935,5/24/1988,5/24/1989
12048,68780,5/24/1989,5/24/1990
12048,70775,5/24/1990,5/24/1991
12048,73945,5/24/1991,5/23/1992
12048,73457,5/23/1992,5/23/1993
12048,76132,5/23/1993,5/23/1994
12048,79057,5/23/1994,5/23/1995
12048,79261,5/23/1995,5/22/1996
12048,83396,5/22/1996,5/22/1997
12048,83054,5/22/1997,5/22/1998
12048,84666,5/22/1998,5/22/1999
12048,88868,5/22/1999,5/21/2000
12048,92762,5/21/2000,5/21/2001
12048,93026,5/21/2001,5/21/2002
12048,96550,5/21/2002,1/1/9999
12049,46155,3/14/1996,3/14/1997
12049,48548,3/14/1997,3/14/1998
12049,49941,3/14/1998,3/14/1999
12049,52071,3/14/1999,3/13/2000
12049,51929,3/13/2000,3/13/2001
12049,53189,3/13/2001,3/13/2002
12049,56254,3/13/2002,1/1/9999
12050,46704,4/1/1989,4/1/1990
12050,49197,4/1/1990,4/1/1991
12050,51218,4/1/1991,3/31/1992
12050,51421,3/31/1992,3/31/1993
12050,52233,3/31/1993,3/31/1994
12050,55323,3/31/1994,3/31/1995
12050,59376,3/31/1995,3/30/1996
12050,59178,3/30/1996,3/30/1997
12050,59278,3/30/1997,3/30/1998
12050,61081,3/30/1998,3/30/1999
12050,63447,3/30/1999,3/29/2000
12050,67834,3/29/2000,3/29/2001
12050,71267,3/29/2001,3/29/2002
12050,73454,3/29/2002,1/1/9999
12051,49750,9/28/1985,9/28/1986
12051,53576,9/28/1986,9/28/1987
12051,56579,9/28/1987,9/27/1988
12051,57096,9/27/1988,9/27/1989
12051,57268,9/27/1989,9/27/1990
12051,59828,9/27/1990,9/27/1991
12051,61001,9/27/1991,9/26/1992
12051,64975,9/26/1992,9/26/1993
12051,66856,9/26/1993,9/26/1994
12051,69704,9/26/1994,9/26/1995
12051,72726,9/26/1995,9/25/1996
12051,74876,9/25/1996,9/25/1997
12051,77387,9/25/1997,9/25/1998
12051,77530,9/25/1998,9/25/1999
12051,81967,9/25/1999,9/24/2000
12051,85419,9/24/2000,9/24/2001
12051,89073,9/24/2001,1/1/9999
12052,40000,4/7/1986,4/7/1987
12052,39546,4/7/1987,4/6/1988
12052,42499,4/6/1988,8/29/1988
12053,48319,11/12/1989,11/12/1990
12053,47921,11/12/1990,11/12/1991
12053,48190,11/12/1991,11/11/1992
12053,49230,11/11/1992,11/11/1993
12053,53177,11/11/1993,11/11/1994
12053,56620,11/11/1994,11/11/1995
12053,60366,11/11/1995,11/10/1996
12053,63766,11/10/1996,11/10/1997
12053,64321,11/10/1997,11/10/1998
12053,64496,11/10/1998,11/10/1999
12053,68676,11/10/1999,11/9/2000
12053,72674,11/9/2000,11/9/2001
12053,74109,11/9/2001,1/1/9999
12054,67400,8/6/1999,8/5/2000
12054,71861,8/5/2000,8/5/2001
12054,74823,8/5/2001,1/1/9999
12055,60201,6/22/1990,6/22/1991
12055,59823,6/22/1991,6/21/1992
12055,60975,6/21/1992,6/21/1993
12055,65381,6/21/1993,6/21/1994
12055,66715,6/21/1994,6/16/1995
12056,40000,7/31/1986,7/31/1987
12056,44050,7/31/1987,7/30/1988
12056,46517,7/30/1988,7/30/1989
12056,48777,7/30/1989,7/30/1990
12056,50127,7/30/1990,7/30/1991
12056,51466,7/30/1991,7/29/1992
12056,54756,7/29/1992,7/29/1993
12056,55384,7/29/1993,7/29/1994
12056,58363,7/29/1994,7/29/1995
12056,58093,7/29/1995,7/28/1996
12056,61454,7/28/1996,7/28/1997
12056,63512,7/28/1997,7/28/1998
12056,63314,7/28/1998,7/28/1999
12056,62890,7/28/1999,7/27/2000
12056,64923,7/27/2000,7/27/2001
12056,69102,7/27/2001,7/27/2002
12056,69850,7/27/2002,1/1/9999
12057,75815,9/22/1990,9/22/1991
12057,75794,9/22/1991,9/21/1992
12057,79429,9/21/1992,9/21/1993
12057,81380,9/21/1993,9/21/1994
12057,83276,9/21/1994,9/21/1995
12057,85915,9/21/1995,9/20/1996
12057,86921,9/20/1996,9/20/1997
12057,90082,9/20/1997,9/20/1998
12057,90309,9/20/1998,9/20/1999
12057,93277,9/20/1999,9/19/2000
12057,94011,9/19/2000,9/19/2001
12057,97071,9/19/2001,1/1/9999
12058,61378,8/6/1991,8/5/1992
12058,61861,8/5/1992,8/5/1993
12058,64595,8/5/1993,8/5/1994
12058,65134,8/5/1994,8/5/1995
12058,69031,8/5/1995,8/4/1996
12058,71084,8/4/1996,8/4/1997
12058,71359,8/4/1997,8/4/1998
12058,71359,8/4/1998,8/4/1999
12058,71508,8/4/1999,8/3/2000
12058,71391,8/3/2000,8/3/2001
12058,75285,8/3/2001,1/1/9999
12059,45275,5/23/1991,5/22/1992
12059,45812,5/22/1992,5/22/1993
12059,46291,5/22/1993,5/22/1994
12059,48230,5/22/1994,5/22/1995
12059,49373,5/22/1995,5/21/1996
12059,53527,5/21/1996,5/21/1997
12059,56284,5/21/1997,5/21/1998
12059,56967,5/21/1998,5/21/1999
12059,58512,5/21/1999,5/20/2000
12059,61452,5/20/2000,10/25/2000
12060,40000,6/21/1996,6/21/1997
12060,44047,6/21/1997,6/21/1998
12060,46384,6/21/1998,6/21/1999
12060,49141,6/21/1999,6/20/2000
12060,51902,6/20/2000,6/20/2001
12060,55000,6/20/2001,6/20/2002
12060,55481,6/20/2002,1/1/9999
12061,62796,4/14/1988,4/14/1989
12061,63095,4/14/1989,4/14/1990
12061,62969,4/14/1990,4/14/1991
12061,66666,4/14/1991,4/13/1992
12061,66306,4/13/1992,4/13/1993
12061,70068,4/13/1993,4/13/1994
12061,73481,4/13/1994,4/13/1995
12061,76748,4/13/1995,4/12/1996
12061,76846,4/12/1996,4/12/1997
12061,79660,4/12/1997,4/12/1998
12061,79526,4/12/1998,4/12/1999
12061,81691,4/12/1999,4/11/2000
12061,83800,4/11/2000,4/11/2001
12061,88272,4/11/2001,4/11/2002
12061,90901,4/11/2002,1/1/9999
12062,44199,1/4/1996,1/3/1997
12062,44697,1/3/1997,1/3/1998
12062,45768,1/3/1998,1/3/1999
12062,49545,1/3/1999,1/3/2000
12062,50285,1/3/2000,1/2/2001
12062,50958,1/2/2001,1/2/2002
12062,50908,1/2/2002,1/1/9999
12063,56022,7/24/1994,7/24/1995
12063,59501,7/24/1995,7/23/1996
12063,60202,7/23/1996,7/23/1997
12063,60719,7/23/1997,7/23/1998
12063,62202,7/23/1998,7/23/1999
12063,66574,7/23/1999,7/22/2000
12063,70615,7/22/2000,7/22/2001
12063,74212,7/22/2001,7/22/2002
12063,74423,7/22/2002,1/1/9999
12064,40000,3/14/1986,3/14/1987
12064,41615,3/14/1987,3/13/1988
12064,42604,3/13/1988,3/13/1989
12064,42838,3/13/1989,3/13/1990
12064,46255,3/13/1990,3/13/1991
12064,50053,3/13/1991,3/12/1992
12064,52171,3/12/1992,3/12/1993
12064,52004,3/12/1993,3/12/1994
12064,52438,3/12/1994,3/12/1995
12064,52919,3/12/1995,3/11/1996
12064,53297,3/11/1996,3/11/1997
12064,55626,3/11/1997,3/11/1998
12064,57217,3/11/1998,3/11/1999
12064,57883,3/11/1999,3/10/2000
12064,58107,3/10/2000,3/10/2001
12064,62122,3/10/2001,3/10/2002
12064,63359,3/10/2002,1/1/9999
12065,51884,6/18/1987,6/17/1988
12065,55872,6/17/1988,6/17/1989
12065,59791,6/17/1989,6/17/1990
12065,60245,6/17/1990,6/17/1991
12065,64232,6/17/1991,6/16/1992
12065,67606,6/16/1992,6/16/1993
12065,69839,6/16/1993,6/16/1994
12065,71826,6/16/1994,6/16/1995
12065,76058,6/16/1995,6/15/1996
12065,78704,6/15/1996,6/15/1997
12065,81555,6/15/1997,6/15/1998
12065,81678,6/15/1998,6/15/1999
12065,83176,6/15/1999,6/14/2000
12065,82950,6/14/2000,6/14/2001
12065,82811,6/14/2001,6/14/2002
12065,83968,6/14/2002,1/1/9999
12066,69228,9/20/1985,9/20/1986
12066,72215,9/20/1986,9/20/1987
12066,73725,9/20/1987,9/19/1988
12066,75260,9/19/1988,9/19/1989
12066,76774,9/19/1989,9/19/1990
12066,76697,9/19/1990,9/19/1991
12066,79419,9/19/1991,9/18/1992
12066,80907,9/18/1992,9/18/1993
12066,83544,9/18/1993,9/18/1994
12066,84484,9/18/1994,9/18/1995
12066,88521,9/18/1995,9/17/1996
12066,88529,9/17/1996,9/17/1997
12066,90260,9/17/1997,9/17/1998
12066,94097,9/17/1998,9/17/1999
12066,98443,9/17/1999,9/16/2000
12066,101386,9/16/2000,9/16/2001
12066,104700,9/16/2001,1/1/9999
12067,72160,6/24/1986,6/24/1987
12067,73588,6/24/1987,6/23/1988
12067,73874,6/23/1988,6/23/1989
12067,74030,6/23/1989,6/23/1990
12067,74318,6/23/1990,6/23/1991
12067,77469,6/23/1991,6/22/1992
12067,80574,6/22/1992,6/22/1993
12067,84449,6/22/1993,6/22/1994
12067,86702,6/22/1994,6/22/1995
12067,87989,6/22/1995,6/21/1996
12067,92159,6/21/1996,6/21/1997
12067,91909,6/21/1997,6/21/1998
12067,94735,6/21/1998,6/21/1999
12067,99144,6/21/1999,6/20/2000
12067,103123,6/20/2000,6/20/2001
12067,102691,6/20/2001,6/20/2002
12067,104740,6/20/2002,1/1/9999
12068,51401,5/12/1990,2/22/1991
12069,51928,5/13/1985,5/13/1986
12069,52602,5/13/1986,5/13/1987
12069,53327,5/13/1987,5/12/1988
12069,53144,5/12/1988,5/12/1989
12069,57488,5/12/1989,5/12/1990
12069,57616,5/12/1990,5/12/1991
12069,60976,5/12/1991,5/11/1992
12069,65290,5/11/1992,5/11/1993
12069,67357,5/11/1993,5/11/1994
12069,70409,5/11/1994,5/11/1995
12069,71005,5/11/1995,5/10/1996
12069,73109,5/10/1996,5/10/1997
12069,77570,5/10/1997,5/10/1998
12069,78277,5/10/1998,5/10/1999
12069,79780,5/10/1999,5/9/2000
12069,83490,5/9/2000,5/9/2001
12069,85152,5/9/2001,5/9/2002
12069,85650,5/9/2002,1/1/9999
12070,50233,11/14/1988,11/14/1989
12070,50432,11/14/1989,11/14/1990
12070,50038,11/14/1990,11/14/1991
12070,53512,11/14/1991,11/13/1992
12070,53263,11/13/1992,11/13/1993
12070,54845,11/13/1993,11/13/1994
12070,59322,11/13/1994,11/13/1995
12070,62154,11/13/1995,11/12/1996
12070,62929,11/12/1996,11/12/1997
12070,65204,11/12/1997,11/12/1998
12070,69614,11/12/1998,11/12/1999
12070,73845,11/12/1999,11/11/2000
12070,73659,11/11/2000,11/11/2001
12070,74369,11/11/2001,1/1/9999
12071,40000,9/17/1990,9/17/1991
12071,41698,9/17/1991,9/16/1992
12071,44585,9/16/1992,9/16/1993
12071,48430,9/16/1993,9/16/1994
12071,51197,9/16/1994,9/16/1995
12071,54529,9/16/1995,9/15/1996
12071,55628,9/15/1996,9/15/1997
12071,57524,9/15/1997,9/15/1998
12071,62023,9/15/1998,9/15/1999
12071,61573,9/15/1999,9/14/2000
12071,65655,9/14/2000,9/14/2001
12071,67378,9/14/2001,1/1/9999
12072,40000,12/17/1990,12/17/1991
12072,41263,12/17/1991,12/16/1992
12072,44359,12/16/1992,12/16/1993
12072,47892,12/16/1993,12/16/1994
12072,51110,12/16/1994,12/16/1995
12072,54099,12/16/1995,12/15/1996
12072,57008,12/15/1996,12/15/1997
12072,60333,12/15/1997,12/15/1998
12072,62220,12/15/1998,12/15/1999
12072,65656,12/15/1999,12/14/2000
12072,68687,12/14/2000,12/14/2001
12072,71713,12/14/2001,1/1/9999
12073,40000,11/10/1990,11/10/1991
12073,44106,11/10/1991,11/9/1992
12073,46126,11/9/1992,11/9/1993
12073,49588,11/9/1993,11/9/1994
12073,50958,11/9/1994,11/9/1995
12073,51590,11/9/1995,11/8/1996
12073,51780,11/8/1996,11/8/1997
12073,51317,11/8/1997,11/8/1998
12073,54768,11/8/1998,11/8/1999
12073,55770,11/8/1999,11/7/2000
12073,56176,11/7/2000,11/7/2001
12073,56322,11/7/2001,1/1/9999
12074,40000,9/7/1994,9/7/1995
12074,42127,9/7/1995,9/6/1996
12074,46203,9/6/1996,9/6/1997
12074,50689,9/6/1997,9/6/1998
12074,53486,9/6/1998,9/6/1999
12074,54563,9/6/1999,9/5/2000
12074,58490,9/5/2000,9/5/2001
12074,62943,9/5/2001,1/1/9999
12075,40000,7/30/1993,7/30/1994
12075,40068,7/30/1994,7/30/1995
12075,44074,7/30/1995,7/29/1996
12075,44789,7/29/1996,7/29/1997
12075,47825,7/29/1997,7/29/1998
12075,50312,7/29/1998,7/29/1999
12075,52067,7/29/1999,7/28/2000
12075,55006,7/28/2000,7/28/2001
12075,57702,7/28/2001,7/28/2002
12075,59949,7/28/2002,1/1/9999
12076,75381,3/25/1985,3/25/1986
12076,76785,3/25/1986,3/25/1987
12076,77514,3/25/1987,3/24/1988
12076,78848,3/24/1988,3/24/1989
12076,79300,3/24/1989,3/24/1990
12076,83377,3/24/1990,3/24/1991
12076,87759,3/24/1991,3/23/1992
12076,87661,3/23/1992,3/23/1993
12076,90451,3/23/1993,3/23/1994
12076,91225,3/23/1994,3/23/1995
12076,94667,3/23/1995,3/22/1996
12076,96390,3/22/1996,3/22/1997
12076,95996,3/22/1997,3/22/1998
12076,99495,3/22/1998,3/22/1999
12076,103477,3/22/1999,3/21/2000
12076,104168,3/21/2000,3/21/2001
12076,105555,3/21/2001,3/21/2002
12076,107431,3/21/2002,1/1/9999
12077,50388,1/30/1994,1/30/1995
12077,51019,1/30/1995,1/30/1996
12077,51478,1/30/1996,1/29/1997
12077,51017,1/29/1997,1/29/1998
12077,54723,1/29/1998,1/29/1999
12077,54818,1/29/1999,1/29/2000
12077,59166,1/29/2000,8/18/2000
12078,44947,11/14/1993,11/14/1994
12078,45154,11/14/1994,11/14/1995
12078,46297,11/14/1995,11/13/1996
12078,45888,11/13/1996,11/13/1997
12078,46877,11/13/1997,11/13/1998
12078,47433,11/13/1998,11/13/1999
12078,50184,11/13/1999,11/12/2000
12078,51827,11/12/2000,11/12/2001
12078,55490,11/12/2001,1/1/9999
12079,43632,12/9/1985,12/9/1986
12079,46224,12/9/1986,12/9/1987
12079,46493,12/9/1987,12/8/1988
12079,47647,12/8/1988,12/8/1989
12079,49516,12/8/1989,12/8/1990
12079,53674,12/8/1990,12/8/1991
12079,56390,12/8/1991,12/7/1992
12079,57947,12/7/1992,12/7/1993
12079,59833,12/7/1993,12/7/1994
12079,59956,12/7/1994,12/7/1995
12079,64415,12/7/1995,12/6/1996
12079,68479,12/6/1996,12/6/1997
12079,72554,12/6/1997,12/6/1998
12079,76741,12/6/1998,12/6/1999
12079,79669,12/6/1999,12/5/2000
12079,82436,12/5/2000,12/5/2001
12079,85541,12/5/2001,1/1/9999
12080,47946,5/17/1993,5/17/1994
12080,50908,5/17/1994,5/17/1995
12080,51845,5/17/1995,5/16/1996
12080,55243,5/16/1996,5/16/1997
12080,58864,5/16/1997,5/16/1998
12080,62992,5/16/1998,5/16/1999
12080,65998,5/16/1999,5/15/2000
12080,66035,5/15/2000,5/15/2001
12080,68698,5/15/2001,5/15/2002
12080,68259,5/15/2002,1/1/9999
12081,54699,12/4/1999,12/3/2000
12081,54337,12/3/2000,12/3/2001
12081,56307,12/3/2001,1/1/9999
12082,72118,1/29/1986,1/29/1987
12082,73832,1/29/1987,1/29/1988
12082,76137,1/29/1988,1/28/1989
12082,79373,1/28/1989,1/28/1990
12082,81582,1/28/1990,1/28/1991
12082,82005,1/28/1991,1/28/1992
12082,85099,1/28/1992,1/27/1993
12082,89331,1/27/1993,1/27/1994
12082,89183,1/27/1994,1/27/1995
12082,90084,1/27/1995,1/27/1996
12082,93059,1/27/1996,1/26/1997
12082,94128,1/26/1997,1/26/1998
12082,94766,1/26/1998,1/26/1999
12082,95734,1/26/1999,1/26/2000
12082,98981,1/26/2000,1/25/2001
12082,101816,1/25/2001,1/25/2002
12082,105310,1/25/2002,1/1/9999
12083,56808,10/16/1990,10/16/1991
12083,58717,10/16/1991,10/15/1992
12083,61235,10/15/1992,10/15/1993
12083,64974,10/15/1993,10/15/1994
12083,65866,10/15/1994,10/15/1995
12083,66938,10/15/1995,10/14/1996
12083,70154,10/14/1996,10/14/1997
12083,74263,10/14/1997,10/14/1998
12083,76336,10/14/1998,10/14/1999
12083,78476,10/14/1999,10/13/2000
12083,79744,10/13/2000,10/13/2001
12083,83035,10/13/2001,1/1/9999
12084,40000,1/1/1997,1/1/1998
12084,40996,1/1/1998,1/1/1999
12084,42011,1/1/1999,1/1/2000
12084,45035,1/1/2000,12/31/2000
12084,45636,12/31/2000,12/31/2001
12084,45651,12/31/2001,1/1/9999
12085,41358,7/3/1986,7/3/1987
12085,44381,7/3/1987,7/2/1988
12085,47047,7/2/1988,7/2/1989
12085,48575,7/2/1989,7/2/1990
12085,49352,7/2/1990,7/2/1991
12085,51950,7/2/1991,7/1/1992
12085,53481,7/1/1992,7/1/1993
12085,55954,7/1/1993,7/1/1994
12085,56834,7/1/1994,7/1/1995
12085,56525,7/1/1995,6/30/1996
12085,59296,6/30/1996,6/30/1997
12085,62926,6/30/1997,6/30/1998
12085,66052,6/30/1998,6/30/1999
12085,68946,6/30/1999,6/29/2000
12085,69686,6/29/2000,6/29/2001
12085,70729,6/29/2001,6/29/2002
12085,74731,6/29/2002,1/1/9999
12086,66388,3/21/1991,3/20/1992
12086,69055,3/20/1992,3/20/1993
12086,73387,3/20/1993,3/20/1994
12086,73900,3/20/1994,3/20/1995
12086,78105,3/20/1995,3/19/1996
12086,82229,3/19/1996,3/19/1997
12086,84495,3/19/1997,3/19/1998
12086,87245,3/19/1998,3/19/1999
12086,88832,3/19/1999,3/18/2000
12086,91384,3/18/2000,3/18/2001
12086,92320,3/18/2001,5/28/2001
12087,45432,8/16/1986,8/16/1987
12087,46566,8/16/1987,8/15/1988
12087,47477,8/15/1988,8/15/1989
12087,48672,8/15/1989,8/15/1990
12087,50757,8/15/1990,8/15/1991
12087,51214,8/15/1991,8/14/1992
12087,51400,8/14/1992,3/24/1993
12088,69081,10/20/1990,10/20/1991
12088,68963,10/20/1991,10/19/1992
12088,71905,10/19/1992,10/19/1993
12088,74227,10/19/1993,10/19/1994
12088,74381,10/19/1994,10/19/1995
12088,74131,10/19/1995,6/14/1996
12089,46288,10/22/1986,10/22/1987
12089,47209,10/22/1987,10/21/1988
12089,47430,10/21/1988,10/21/1989
12089,49153,10/21/1989,10/21/1990
12089,52798,10/21/1990,10/21/1991
12089,56023,10/21/1991,10/20/1992
12089,55873,10/20/1992,10/20/1993
12089,56606,10/20/1993,10/20/1994
12089,60424,10/20/1994,10/20/1995
12089,64313,10/20/1995,10/19/1996
12089,67265,10/19/1996,10/19/1997
12089,67754,10/19/1997,10/19/1998
12089,70891,10/19/1998,10/19/1999
12089,72823,10/19/1999,10/18/2000
12089,73639,10/18/2000,10/18/2001
12089,73521,10/18/2001,1/1/9999
12090,46269,10/3/1999,10/2/2000
12090,49649,10/2/2000,10/2/2001
12090,53891,10/2/2001,1/1/9999
12091,40000,3/21/1989,3/21/1990
12091,41567,3/21/1990,3/21/1991
12091,45370,3/21/1991,3/20/1992
12091,49509,3/20/1992,3/20/1993
12091,50274,3/20/1993,3/20/1994
12091,53844,3/20/1994,3/20/1995
12091,56602,3/20/1995,3/19/1996
12091,60051,3/19/1996,3/19/1997
12091,62423,3/19/1997,3/19/1998
12091,62995,3/19/1998,3/19/1999
12091,63230,3/19/1999,3/18/2000
12091,64835,3/18/2000,3/18/2001
12091,68350,3/18/2001,3/18/2002
12091,71065,3/18/2002,1/1/9999
12092,40000,8/8/1998,8/8/1999
12092,44461,8/8/1999,8/7/2000
12092,46942,8/7/2000,8/7/2001
12092,49322,8/7/2001,1/1/9999
12093,40000,1/19/1994,1/19/1995
12093,41177,1/19/1995,1/19/1996
12093,41777,1/19/1996,1/18/1997
12093,44103,1/18/1997,1/18/1998
12093,44940,1/18/1998,1/18/1999
12093,47902,1/18/1999,1/18/2000
12093,48251,1/18/2000,1/17/2001
12093,52467,1/17/2001,1/17/2002
12093,52328,1/17/2002,1/1/9999
12094,44788,4/27/1989,4/27/1990
12094,46178,4/27/1990,4/27/1991
12094,49297,4/27/1991,4/26/1992
12094,51565,4/26/1992,4/26/1993
12094,55079,4/26/1993,4/26/1994
12094,56921,4/26/1994,4/26/1995
12094,58636,4/26/1995,4/25/1996
12094,61899,4/25/1996,4/25/1997
12094,62668,4/25/1997,4/25/1998
12094,64342,4/25/1998,4/25/1999
12094,64785,4/25/1999,4/24/2000
12094,64341,4/24/2000,4/24/2001
12094,64028,4/24/2001,4/24/2002
12094,66582,4/24/2002,1/1/9999
12095,57978,4/4/1990,4/3/1991
12095,58118,4/3/1991,4/2/1992
12095,59140,4/2/1992,4/2/1993
12095,61588,4/2/1993,4/2/1994
12095,64699,4/2/1994,4/3/1995
12095,67154,4/3/1995,4/1/1996
12095,67450,4/1/1996,4/1/1997
12095,70241,4/1/1997,4/1/1998
12095,74713,4/1/1998,4/1/1999
12095,74755,4/1/1999,3/31/2000
